"MASTER","ENTIDAD","PRECIO","TIPOLOGIA","METODOLOGIA","DURACION","BOLSAEMP","TELEFONO","X4","X6","URLIMAGEN","NOMBREIMAGEN","WEB",
"Máster en Organización Industrial","SEAS - Estudios Superiores Abiertos","Precio a consultar","Master","Online","1500h","Sin Datos",876871851,"Plantea tus dudas y otros usuarios podran responderte","['GESTIÓN DE CALIDAD I (4 ECTS)', 'GESTIÓN DE CALIDAD II (4 ECTS)', 'GESTIÓN FINANCIERA (4 ECTS)', 'INGENIERÍA DE SISTEMA DE FABRICACIÓN (4 ECTS)', 'GESTIÓN DE MANTENIMIENTO I (4 ECTS)', 'GESTIÓN DE MANTENIMIENTO II (4 ECTS)', 'GESTIÓN MEDIOAMBIENTAL EN LA EMPRESA (4 ECTS)', 'LOGÍSTICA (4 ECTS)', 'OPTIMIZACIÓN Y CONTROL (4 ECTS)', 'PREVENCION DE RIESGOS (4 ECTS)', 'RECURSOS HUMANOS (4 ECTS)', 'GESTIÓN Y DESARROLLO DE PRODUCTOS (4 ECTS)', 'PROYECTO FINAL (12 ECTS)']","https://www.emagister.com/assets/es/logos/centro/id/9865/size/l.jpg","['l.jpg']","https://www.emagister.com/master-online-gestion-calidad-mantenimiento-industrial-cursos-2827712.htm",
"Máster Universitario en Diseño, Gestión y Dirección de Proyectos","Fundación Universitaria Iberoamericana (FUNIBER)","Precio a consultar","Master oficial","A distancia","24 Meses","Sí",900494940,"El Master Universitario en Dise o  Gestion y Direccion de Proyectos integra conceptos vinculados al dise o  la gestion y la direccion de proyectos desde la formulacion y administracion de sus recursos  hasta el analisis post mortem de un proyecto  cualquiera sea su origen y su finalidad    El Master Universitario en Dise o  Gestion y Direccion de Proyectos permitira que sus graduados se puedan desenvolver en el campo de la ciencia proyectual y del trabajo profesional en el campo de proyectos  En el primer caso como investigadores y en el segundo como directores de programa  gerentes de oficina de proyectos  consultores en proyectos  gestores de proyectos de innovacion tecnologica y del conocimiento  y cualquier otra funcion vinculada a cargos ejecutivos y de asesoria dentro del amplio campo de proyectos    El Master Universitario en Dise o  Gestion y Direccion de Proyectos consigue ademas formar al estudiante en las bases del pensamiento de la gestion de proyectos preparandolo para procesos posteriores de certificacion propuestos por organizaciones como IPMA  PMI o AEIPRO  Vale decir que durante la formacion en El Master  el alumno recorre la totalidad de estandares universales de conocimiento en el area de proyectos  con una vision integradora entre todos ellos y desde los tres enfoques  Dise o  Gestion y Direccion","['ASIGNATURAS', '1ª PARTE: DISEÑO DE PROYECTOS', '2ª PARTE: GESTIÓN DE PROYECTOS', '3ª PARTE: DIRECCIÓN DE PROYECTOS', '4ª PARTE: PRACTICUM', '5ª PARTE: TRABAJO FIN DE MÁSTER']","https://www.emagister.com/assets/es/logos/centro/id/1721/size/l.jpg","['l.jpg']","https://www.emagister.com/master-universitario-diseno-gestion-direccion-proyectos-cursos-2774940.htm",
"Máster en diseño de tubería industrial","SAN ANASTASIO INTERNATIONAL SCHOOL","780.0","Master","A distancia","600h","Sin Datos",973975855,"Documentos","['TEMARIO:PARTE 1. DISEÑO DE ESQUEMAS DE TUBERÍA INDUSTRIALUNIDAD FORMATIVA', ' 1. DOCUMENTACIÓN TÉCNICA Y ACCESORIOS EN UNAINSTALACIÓN DE TUBERÍA INDUSTRIAL', 'PARTE 2. DISEÑO DE INSTALACIONES DE TUBERÍA INDUSTRIAL.', 'UNIDAD FORMATIVA 1. DISEÑO DE TUBERÍAS PARA LA FABRICACIÓN Y MONTAJE DEINSTALACIONES.', 'UNIDAD FORMATIVA 2. ESPECIFICACIONES PARA LA FABRICACIÓN Y MONTAJE DETUBERÍA INDUSTRIAL', 'PARET 3. DOCUMENTACIÓN TÉCNICA PARA PRODUCTOS DE CONSTRUCCIONESMETÁLICAS', 'UNIDAD FORMATIVA 1. ELABORACIÓN DE DOCUMENTACIÓN TÉCNICA, EMPLEANDOPROGRAMAS CAD-CAM PARA FABRICACIÓN MECÁNICA.']","https://www.emagister.com/assets/es/logos/centro/id/1152478/size/l.jpg","['l.jpg']","https://www.emagister.com/master-diseno-tuberia-industrial-cursos-3559683.htm",
"Master Profesional en Ingeniería y Diseño de Tubería Industrial (Doble Titulación)","Euroinnova Business School","1299.0","Master","Online","1080h","Sin Datos",958912561,"Te gusta la parte industrial  En esta ocasion Emagister te ofrece la posibilidad de realizar un Master con caracteristicas especiales que te permitiran adquirir una doble titulacion en Ingenieria y Dise o de Tuberia Industrial impartido por el centro Euroinnova Business School      Te convertiras en un experto en dise o de tuberia industrial con Autocad 2D y 3D  conoceras sobre la parte de documentacion tecnica y accesorios utilizados en la instalacion  estaras en la capacidad de realizar calculos para el dimensionamiento de productos y automatizacion de las mismas  Podras dise ar tuberias para la fabricacion y montaje de instalaciones  conoceras sobre especificaciones tecnicas  el plan de pruebas y ensayos  Profundizaras en la gestion documental del producto de fabricacion mecanica  la representacion grafica en construcciones metalicas  la interpretacion de planos  el trazado de desarrollo en tuberia industrial y mucho mas       A que esperas para seguir avanzando en tu crecimiento profesional  Haz clic en el boton de Pide informacion y asi un asesor podra ponerse en contacto para solventar dudas   Te vemos dentro","[]","https://www.emagister.com/assets/es/logos/centro/id/56241/size/l.jpg","['l.jpg']","https://www.emagister.com/master-profesional-ingenieria-diseno-tuberia-industrial-doble-titulacion-cursos-3369173.htm",
"Máster en electromecánica del automóvil","Escuela Europea del Automovil","1550.0","Master","A distancia","600h","Sin Datos",916358315,"Plantea tus dudas y otros usuarios podran responderte","['TEMARIO:1. UNIDAD DIDÁCTICA 1. MOTORES TÉRMICOS', 'UNIDAD DIDÁCTICA 2. MOTORES POLICILÍNDRICOS', 'UNIDAD DIDÁCTICA 3. ELEMENTOS DE LOS MOTORES ALTERNATIVOS: EL BLOQUE DE CILINDROS', 'UNIDAD DIDÁCTICA 4. ELEMENTOS DE LOS MOTORES ALTERNATIVOS: LA CULATA Y LA DISTRIBUCIÓN', 'UNIDAD DIDÁCTICA 5. SISTEMA DE LUBRICACIÓN DEL MOTOR', 'UNIDAD DIDÁCTICA 6. SISTEMA DE REFRIGERACIÓN DEL MOTOR', 'UNIDAD DIDÁCTICA 7. OPERACIONES DE DIAGNOSIS Y MANTENIMIENTO PREVENTIVO DEL MOTOR', 'UNIDAD DIDÁCTICA 8. TÉCNICAS Y EQUIPOS DE RECOGIDA DE RESIDUOS', 'UNIDAD DIDÁCTICA 9. CONCEPTOS BÁSICOS SOBRE SEGURIDAD Y SALUD EN EL TRABAJO', 'UNIDAD DIDÁCTICA 10. ACTUACIÓN EN EMERGENCIAS Y EVACUACIÓN', 'UNIDAD DIDÁCTICA 11. RIESGOS MEDIOAMBIENTALES']","https://www.emagister.com/assets/es/logos/centro/id/190327/size/l.jpg","['l.jpg']","https://www.emagister.com/master-electromecanica-del-automovil-cursos-3333118.htm",
"MÁSTER EN DISEÑO DE TUBERÍA INDUSTRIAL","Escuela de Postgrado Industrial","890.0","Master","Online","Sin Datos","Sin Datos",973975855,"Plantea tus dudas y otros usuarios podran responderte","['PARTE 1. DISEÑO DE ESQUEMAS DE TUBERÍA INDUSTRIAL', 'UNIDAD FORMATIVA 1. DOCUMENTACIÓN TÉCNICA Y ACCESORIOS EN', 'UNA INSTALACIÓN DE TUBERÍA INDUSTRIAL', 'UNIDAD DIDÁCTICA 1. REPRESENTACIÓN GRÁFICA DE TUBERÍAS Y', 'ACCESORIOS.', 'UNIDAD DIDÁCTICA 2. SIMBOLOGÍA GRÁFICA EN ESQUEMAS DE', 'TUBERÍA.', 'UNIDAD DIDÁCTICA 3. MATERIALES EMPLEADOS EN TUBERÍA', 'INDUSTRIAL.', 'UNIDAD DIDÁCTICA 4. VÁLVULAS.', 'UNIDAD DIDÁCTICA 5. UNIONES DE TUBERÍAS Y ACCESORIOS.', 'UNIDAD DIDÁCTICA 6. BOMBAS.', 'UNIDAD FORMATIVA 2. CÁLCULOS PARA EL DIMENSIONADO DE', 'PRODUCTOS Y AUTOMATIZACIÓN DE INSTALACIONES DE TUBERÍA', 'INDUSTRIAL', 'UNIDAD DIDÁCTICA 1. CONCEPTOS BÁSICOS Y ECUACIONES', 'PRINCIPALES DEL FLUJO DE FLUIDOS.', 'UNIDAD DIDÁCTICA 2. DIÁMETROS Y ESPESORES NOMINALES DE', 'TUBERÍA.', 'UNIDAD DIDÁCTICA 3. PÉRDIDAS DE CARGA.', 'UNIDAD DIDÁCTICA 4. PRINCIPIOS BÁSICOS DE AUTOMATIZACIÓN.', 'UNIDAD DIDÁCTICA 5. ACTUADORES Y EQUIPOS DE REGULACIÓN.', 'UNIDAD DIDÁCTICA 6. APARATOS DE MEDIDA Y CONTROL.', 'PARTE 2. DISEÑO DE INSTALACIONES DE TUBERÍA INDUSTRIAL', 'UNIDAD FORMATIVA 1. DISEÑO DE TUBERÍAS PARA LA FABRICACIÓN Y', 'MONTAJE DE INSTALACIONES', 'UNIDAD DIDÁCTICA 1. GRAFOSTÁTICA APLICADA AL CÁLCULO DE', 'INSTALACIONES DE TUBERÍA.', 'UNIDAD DIDÁCTICA 2. ESFUERZOS QUE SOPORTAN LAS ESTRUCTURAS', 'METÁLICAS.', 'UNIDAD DIDÁCTICA 3. INSTALACIONES DE TUBERÍA. TECNOLOGÍA', 'CONSTRUCTIVA. NORMAS Y TABLAS.', 'UNIDAD DIDÁCTICA 4. REPRESENTACIÓN DE TUBERÍAS EN', 'INSTALACIONES INDUSTRIALES.', 'UNIDAD FORMATIVA 2. ESPECIFICACIONES PARA LA FABRICACIÓN Y', 'MONTAJE DE TUBERÍA INDUSTRIAL', 'UNIDAD DIDÁCTICA 1. MECANIZADO Y CONFORMADO DE TUBERÍA', 'INDUSTRIAL.', 'UNIDAD DIDÁCTICA 2. UNIONES SOLDADAS EN TUBERÍA INDUSTRIAL.', 'UNIDAD DIDÁCTICA 3. OTRO TIPO DE UNIONES EMPLEADAS EN', 'TUBERÍA INDUSTRIAL.', 'UNIDAD FORMATIVA 3. PLAN DE PRUEBAS Y ENSAYOS DE TUBERÍA', 'INDUSTRIAL', 'UNIDAD DIDÁCTICA 1. PRUEBAS Y ENSAYOS EN INSTALACIONES DE', 'TUBERÍA INDUSTRIAL.', 'UNIDAD DIDÁCTICA 2. DESARROLLO DE PROYECTOS EN TUBERÍA', 'INDUSTRIAL.', 'PARTE 3. DOCUMENTACIÓN TÉCNICA PARA PRODUCTOS DE ', 'CONSTRUCCIONES METÁLICAS', 'UNIDAD FORMATIVA 1. ELABORACIÓN DE DOCUMENTACIÓN TÉCNICA,', 'EMPLEANDO PROGRAMAS CAD-CAM PARA FABRICACIÓN MECÁNICA', 'UNIDAD DIDÁCTICA 1. ELABORACIÓN DE PLANOS DE PIEZAS Y ', 'ESQUEMAS DE SISTEMAS AUTOMÁTICOS EMPLEANDO CAD.', 'UNIDAD DIDÁCTICA 2. DISEÑO DE PRODUCTOS Y PROCESOS DE', 'FABRICACIÓN MECÁNICA EMPLEANDO CAD-CAM.', 'UNIDAD DIDÁCTICA 3. REALIZACIÓN DE PROGRAMAS DE', 'MECANIZADO EN CNC.', 'UNIDAD FORMATIVA 2. GESTIÓN DOCUMENTAL DEL PRODUCTO DE', 'FABRICACIÓN MECÁNICA', 'UNIDAD DIDÁCTICA 1. INFORMÁTICA DE USUARIO.', 'UNIDAD DIDÁCTICA 2. GESTIÓN DOCUMENTAL.', 'UNIDAD FORMATIVA 3. REPRESENTACIÓN GRÁFICA EN CONSTRUCCIONES ', 'METALICAS', 'UNIDAD DIDÁCTICA 1. UF0609 REPRESENTACIÓN GRÁFICA EN', 'CONSTRUCCIONES METÁLICAS.', 'UNIDAD DIDÁCTICA 2. DESARROLLOS GEOMÉTRICOS E ', 'INTERSECCIONES APLICADOS EN LAS CONSTRUCCIONES METÁLICAS.']","https://www.emagister.com/assets/es/logos/centro/id/1155336/size/l.jpg","['l.jpg']","https://www.emagister.com/master-diseno-tuberia-industrial-cursos-3623431.htm",
"Master en Mecánica e Ingeniería Industrial","EDUCA BUSINESS SCHOOL","1200.0","Master","A distancia","600h","Sin Datos",911227348,"Documentos","['MÓDULO 1. EXPERTO EN ELEMENTOS Y MECANISMOS DE MÁQUINAS INDUSTRIALES', 'MÓDULO 2. EXPERTO EN MONTAJE DE ELEMENTOS DE MÁQUINAS INDUSTRIALES', 'MÓDULO 3. EXPERTO EN DIAGNÓSTICO DE AVERÍAS EN ELEMENTOS DE MÁQUINAS INDUSTRIALES', 'MÓDULO 4. EXPERTO EN REPARACIÓN DE ELEMENTOS DE MÁQUINAS INDUSTRIALES', 'MÓDULO 5. EXPERTO EN SISTEMAS MECÁNICOS, NEUMÁTICOS E HIDRÁULICOS DE LÍNEAS AUTORIZADAS']","https://www.emagister.com/assets/es/logos/centro/id/160194/size/l.jpg","['l.jpg']","https://www.emagister.com/master-mecanica-e-ingenieria-industrial-cursos-3669713.htm",
"MÁSTER EN MECÁNICA E INGENIERÍA INDUSTRIAL","ESNECA BUSINESS SCHOOL","890.0","Master","A distancia","Sin Datos","Sin Datos",973975855,"Plantea tus dudas y otros usuarios podran responderte","['MÓDULO 1. PROCESOS DE MECANIZADO EN FABRICACIÓN MECÁNICA ', 'UNIDAD FORMATIVA 1. PROCESOS Y ÚTILES DE MECANIZADO EN FABRICACIÓN MECÁNICA ', 'UNIDAD FORMATIVA 2. PREVENCIÓN DE RIESGOS PROFESIONALES Y', 'MEDIOAMBIENTALES EN LA PRODUCCIÓN DE MECANIZADO, CONFORMADO Y MONTAJE MECÁNICO ', 'MÓDULO 2. PROCESOS DE CONFORMADO EN FABRICACIÓN MECÁNICA ', 'MÓDULO 3. PROCESOS DE MONTAJE EN FABRICACIÓN MECÁNICA ', 'MÓDULO 4. SUPERVISIÓN Y CONTROL DE PROCESOS DE FABRICACIÓN MECÁNICA ', 'UNIDAD FORMATIVA 1. ORGANIZACIÓN EN PROCESOS DE FABRICACIÓN MECÁNICA ', 'UNIDAD FORMATIVA 2. CONTROL Y SUPERVISIÓN EN LOS PROCESOS DE PRODUCCIÓN Y MANTENIMIENTO MECÁNICO ', 'UNIDAD FORMATIVA 3. PREVENCIÓN DE RIESGOS LABORALES Y PROTECCIÓN DEL MEDIO AMBIENTE EN PROCESOS DE FABRICACIÓN MECÁNICA ', 'MÓDULO 5. SISTEMAS AUTOMÁTICOS EN FABRICACIÓN MECÁNICA ', 'MÓDULO 6. CONTROL NUMÉRICO COMPUTERIZADO EN MECANIZADO Y CONFORMADO MECÁNICO ', 'UNIDAD FORMATIVA 1. PREVENCIÓN DE RIESGOS PROFESIONALES Y MEDIOAMBIENTALES EN LA PRODUCCIÓN DE MECANIZADO, CONFORMADO Y MONTAJE MECÁNICO ', 'UNIDAD FORMATIVA 2. PROGRAMACIÓN DE CONTROL NUMÉRICO COMPUTERIZADO (CNC) ']","https://www.emagister.com/assets/es/logos/centro/id/123469/size/l.jpg","['l.jpg']","https://www.emagister.com/master-mecanica-e-ingenieria-industrial-cursos-3631808.htm",
"Máster universitario en diseño, gestión y dirección de proyectos","Fundación Universitaria Iberoamericana (FUNIBER)","Precio a consultar","Master oficial","Online","900h","Sí",900494940,"Master Universitario en Dise o  Gestion y Direccion de Proyectos  es la nueva oferta educativa de Emagister con el respaldo de Fundacion Universitaria Iberoamericana FUNIBER  que te permitira introducir metodologias de trabajo para generar y gestionar eficientemente la evaluacion y el conocimiento      Nuestra metodologia Online permite crear un entorno de aprendizaje activo y participativo en el campus virtual      A lo largo del programa de Master Universitario en Dise o  Gestion y Direccion de Proyectos aprenderas a definir que se entiende por gestion de proyectos y relacionar las etapas que definen una teoria de proyectos con algunas de las principales herramientas de planificacion y programacion en el marco del analisis de ciclo de vida  a interpretar los procedimientos y actividades que sustentan las fases de un proyecto en el contexto global de una metodologia que tenga en cuenta la gestion del alcance  tiempo y costes en armonia con unos objetivos propuestos  a distinguir el software de gestion mas acorde para cada tipologia de proyecto en el marco de las tecnologias de la informacion y comunicacion  a utilizar una metodologia para el monitoreo y control de los recursos humanos  economicos y tecnicos de un proyecto  a utilizar herramientas reconocidas de la gestion de riesgos para la calidad que permitan controlar  comunicar y revisar los riesgos que pueden afectar la calidad de un proyecto  a diagnosticar  planificar y controlar la gestion de los recursos humanos en base a modelos funcionales integrados en la estrategia     Al finalizar alguna de las salidas profesionales seran como director de programa  director de operaciones  gerente de oficina de proyectos  consultores en proyectos  gestores de proyectos de innovacion tecnologica y del conocimiento  investigadores en el campo de la ciencia proyectual y del trabajo profesional en el campo de proyectos      El momento es ahora  rellena el formulario con tus datos y pronto estaremos en contacto","['ASIGNATURAS', '1ª PARTE: DISEÑO DE PROYECTOS', '2ª PARTE: GESTIÓN DE PROYECTOS', '3ª PARTE: DIRECCIÓN DE PROYECTOS', '4ª PARTE: PRACTICUM', '5ª PARTE: TRABAJO FIN DE MÁSTER']","https://www.emagister.com/assets/es/logos/centro/id/1721/size/l.jpg","['l.jpg']","https://www.emagister.com/master-universitario-diseno-gestion-direccion-proyectos-cursos-3604845.htm",
"MÁSTER EN INGENIERÍA MECÁNICA","ESNECA BUSINESS SCHOOL","890.0","Master","Online","Sin Datos","Sin Datos",973975855,"Plantea tus dudas y otros usuarios podran responderte","[]","https://www.emagister.com/assets/es/logos/centro/id/123469/size/l.jpg","['l.jpg']","https://www.emagister.com/master-ingenieria-mecanica-cursos-3697099.htm",
"Máster en Mecatrónica","SEAS - Estudios Superiores Abiertos","Precio a consultar","Master","Online","1500h","Sin Datos",876871851,"Plantea tus dudas y otros usuarios podran responderte","['PROGRAMA', '1. MECÁNICA (4 ECTS)', '2. CAD 3D: SOLID EDGE (4 ECTS) ', '3. ANÁLISIS POR ELEMENTOS FINITOS (4 ECTS)', '4. AUTOMATISMO ELÉCTRICO (4 ECTS)', '5. AUTÓMATAS PROGRAMABLES (4 ECTS)', '6. COMUNICACIÓN INDUSTRIAL (4 ECTS)', '7. MONITORIZACIÓN DE PROCESOS (4 ECTS)', '8. ELECTRÓNICA ANALÓGICA (4 ECTS)', '9. ELECTRÓNICA DIGITAL (4 ECTS)', '10. ELECTRÓNICA DE POTENCIA (4 ECTS)', '11. PROGRAMACIÓN EN LENGUAJE C (4 ECTS)', '12. ROBÓTICA INDUSTRIAL Y COLABORATIVA (4 ECTS)', 'PROYECTO FINAL (12 ECTS)', ' ']","https://www.emagister.com/assets/es/logos/centro/id/9865/size/l.jpg","['l.jpg']","https://www.emagister.com/master-mecatronica-cursos-3134968.htm",
"Master en Mantenimiento Industrial + Titulación Universitaria","Euroinnova Business School","1299.0","Master","Online","725h","Sin Datos",958912561,"Quieres ampliar tus conocimientos en el sector industrial  Pues entonces no dejes pasar esta oportunidad que te ofrece Emagister de realizar el Master en mantenimiento industrial mas titulacion universitaria  impartido mediante la modalidad online por el centro Euroinnova Business School  Esta doble titulacion te dota de todos los conocimientos y habilidades necesarias para destacarte profesionalmente en este ambito        Cuenta con contenidos especialmente seleccionados  con los cuales obtienes los conocimientos necesarios sobre  el mantenimiento industrial  la organizacion del mantenimiento  la gestion del mantenimiento asistido por ordenador   Ademas  conoces los equipos utilizados en automatizacion industrial  sobre robotica  las instalaciones electricas aplicadas a instalaciones automatizadas  Como tambien  los componentes de automatismos electricos  el reglaje y ajustes de instalaciones automatizadas  Aprendes a llevar a cabo el mantenimiento preventivo de los sistemas de automatizacion industrial  realizar el diagnostico y mantenimiento correctivo y la supervision del montaje de los sistemas de automatizacion  Todo ello y mucho mas estudias en un plazo de un a o     Potencia tus conocimientos y crece profesionalmente  No dudes en hacer clic en el boton  pide informacion   rellena el formulario con tus datos para que un asesor pueda contactarte y darte mas detalles sobre esta doble titulacion   A que estas esperando   Hazlo ahora","['PARTE 1. MANTENIMIENTO INDUSTRIAL', 'PARTE 2. MANTENIMIENTO PREVENTIVO DE SISTEMAS DE AUTOMATIZACIÓN INDUSTRIAL', ' ', 'PARTE 3. DIAGNOSIS DE AVERÍAS Y MANTENIMIENTO CORRECTIVO DE SISTEMAS DE AUTOMATIZACIÓN INDUSTRIAL', 'PARTE 4. SUPERVISIÓN DEL MONTAJE DE SISTEMAS DE AUTOMATIZACIÓN INDUSTRIAL', 'PARTE 5. PREVENCIÓN DE RIESGOS LABORALES Y MEDIOAMBIENTALES EN EL MONTAJE Y MANTENIMIENTO DE SISTEMAS DE AUTOMATIZACIÓN INDUSTRIAL']","https://www.emagister.com/assets/es/logos/centro/id/56241/size/l.jpg","['l.jpg']","https://www.emagister.com/master-mantenimiento-industrial-titulacion-universitaria-cursos-3290556.htm",
"MÁSTER EN TRATAMIENTOS TÉRMICOS EN FABRICACIÓN MECÁNICA","Instituto Europeo de Química, Física y Biología - IEQFB","890.0","Master","Online","Sin Datos","Sin Datos",973975855,"Plantea tus dudas y otros usuarios podran responderte","['MÓDULO 1. OPERACIONES DE TRATAMIENTOS TÉRMICOS EN METALES', 'UNIDAD FORMATIVA 1. PLANIFICACIÓN DE TRATAMIENTOS TÉRMICOS EN ', 'PRODUCTOS METÁLICOS', 'UNIDAD DIDÁCTICA 1. PLANIFICACIÓN Y ORGANIZACIÓN DEL', 'PROCESO.', 'UNIDAD DIDÁCTICA 2. METROLOGÍA.', 'UNIDAD DIDÁCTICA 3. ENSAYOS.', 'UNIDAD FORMATIVA 2. PREPARACIÓN DE PIEZAS METÁLICAS EN ', 'TRATAMIENTOS TÉRMICOS.', 'UNIDAD DIDÁCTICA 1. CONSTITUCIÓN Y PROPIEDADES DE LOS ', 'MATERIALES.', 'UNIDAD DIDÁCTICA 2. ESTRUCTURA, DIAGRAMAS DE EQUILIBRIO Y', 'CURVAS CARACTERÍSTICAS DE LOS MATERIALES.', 'UNIDAD DIDÁCTICA 3. PREPARACIÓN DE LAS PIEZAS A TRATAR.', 'UNIDAD FORMATIVA 3. PREPARACIÓN DE EQUIPOS Y CONTROL DE', 'PROCESOS EN TRATAMIENTOS TÉRMICOS Y TERMOQUÍMICOS', 'UNIDAD DIDÁCTICA 1. EQUIPOS EMPLEADOS EN LOS TRATAMIENTOS', 'TÉRMICOS', 'UNIDAD DIDÁCTICA 2. TRATAMIENTOS TÉRMICOS.', 'UNIDAD DIDÁCTICA 3. TRATAMIENTOS TERMOQUÍMICOS.', 'UNIDAD DIDÁCTICA 4. DIAGNOSIS DE ELEMENTOS TRATADOS.', 'UNIDAD FORMATIVA 4. PREVENCIÓN DE RIESGOS LABORALES Y ', 'MEDIOAMBIENTALES EN TRATAMIENTOS TÉRMICOS EN FABRICACIÓN', 'MECÁNICA.', 'UNIDAD DIDÁCTICA 1. CONCEPTOS BÁSICOS SOBRE SEGURIDAD Y', 'SALUD EN EL TRABAJO', 'UNIDAD DIDÁCTICA 2. RIESGOS GENERALES Y SU PREVENCIÓN', 'UNIDAD DIDÁCTICA 3. PREVENCIÓN DE RIESGOS ESPECÍFICOS EN ', 'TRATAMIENTOS TÉRMICOS', '', 'MÓDULO 2. SISTEMAS AUXILIARES EN TRATAMIENTOS TÉRMICOS Y SUPERFICIALES DE METALES', 'UNIDAD FORMATIVA 1. SISTEMAS AUTOMÁTICOS DE REGULACIÓN Y CONTROL EN TRATAMIENTOS DE METALES', 'UNIDAD DIDÁCTICA 1. DOCUMENTACIÓN TÉCNICA DE LOS SISTEMAS', 'AUTOMÁTICOS EMPLEADOS EN TRATAMIENTOS METÁLICOS.', 'UNIDAD DIDÁCTICA 2. CARACTERÍSTICAS DE LOS SISTEMAS', 'AUTOMÁTICOS EN LOS TRATAMIENTOS TÉRMICOS Y SUPERFICIALES.', 'UNIDAD DIDÁCTICA 3. REGULACIÓN EN LOS PROCESOS AUXILIARES ', 'EMPLEADOS EN LOS TRATAMIENTOS METÁLICOS.', 'UNIDAD DIDÁCTICA 4. RIESGOS ESPECÍFICOS Y SU PREVENCIÓN.', 'UNIDAD FORMATIVA 2. PROGRAMACIÓN DE LOS SISTEMAS EN ', 'TRATAMIENTOS DE METALES', 'UNIDAD DIDÁCTICA 1. APLICACIÓN DE LA PROGRAMACIÓN DE ', 'SISTEMAS AUTOMATIZADOS EN LOS TRATAMIENTOS DE METALES.', 'UNIDAD DIDÁCTICA 2. CONTROL DE SISTEMAS AUTOMATIZADOS EN ', 'TRATAMIENTOS DE METALES.']","https://www.emagister.com/assets/es/logos/centro/id/1155074/size/l.jpg","['l.jpg']","https://www.emagister.com/master-tratamientos-termicos-fabricacion-mecanica-cursos-3614725.htm",
"Máster en fabricación y montaje de instalaciones de tubería industrial","Escuela de Postgrado Industrial","890.0","Master","Online","Sin Datos","Sin Datos",973975855,"Plantea tus dudas y otros usuarios podran responderte","['TEMARIO:MÓDULO 1. TRAZADO Y MECANIZADO DE TUBERÍA', 'UNIDAD FORMATIVA 1. INTERPRETACIÓN DE PLANOS EN LA FABRICACIÓN DE TUBERÍAS', 'UNIDAD FORMATIVA 2. TRAZADO DE DESARROLLO EN TUBERÍAS', 'UNIDAD FORMATIVA 3. CORTE Y MECANIZADO DE TUBERÍAS', 'MÓDULO 2. MONTAJE DE TUBERÍAS', 'UNIDAD FORMATIVA 1. ORGANIZACIÓN Y DESARROLLO DEL MONTAJE DE TUBERÍAS', 'UNIDAD FORMATIVA 2. MONTAJE DE SOPORTES Y ENSAMBLAJE DE TUBERÍAS', 'UNIDAD FORMATIVA 3. SOLDADURA EN MONTAJE DE TUBERÍAS', 'MÓDULO 3. CONFORMADO Y ARMADO DE TUBERÍAS', 'UNIDAD FORMATIVA 1. INTERPRETACIÓN DE PLANOS EN LA FABRICACIÓN DE TUBERÍAS', 'UNIDAD FORMATIVA 2. CONFORMADO Y CURVADO EN LA FABRICACIÓN DE TUBERÍA', 'UNIDAD FORMATIVA 3. ARMADO DE TUBERÍAS']","https://www.emagister.com/assets/es/logos/centro/id/1155336/size/l.jpg","['l.jpg']","https://www.emagister.com/master-fabricacion-montaje-instalaciones-tuberia-industrial-cursos-3623452.htm",
